Title,Address,Description,Posted Date,Expiry Date,Price,Area,House Direction,Balcony Direction,Bedrooms,Toilets,Frontage,Entrance Width,Number of Floors,Legal Status,Interior,Listing Type,Listing ID
"Bán căn góc chung cư FLC Star Tower, Hà Đông 100m2, 3 ngủ, 2 vs, nội thất và giá đẹp","Dự án FLC Star Tower, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội","+ Bán căn góc chung cư FLC Star Tower Hà Đông 100m², 3 ngủ, 2 vs, nội thất và giá đẹp. + Thiết kế đầy đủ công năng của 1 gia đình hiện đại, gồm 1 phòng khách, 3 ngủ, 2 vs. + Căn góc, hướng mát, nên thoáng mát và sạch sẽ. + Vị trí trung tâm Quận Hà Đông, cách ga tàu điện trên cao 200m, trung tâm TM, rạp chiếu phim CGV, phòng tập gym, bể bơi 4 mùa ngay dưới chân tòa nhà. + Nội thất đầy đủ. Có slot ô tô. + Sổ đẹp sẵn giao dịch ngay. + Giá: 4,5 tỷ. + Liên hệ em để xem nhà:  0902 246 *** miễn TG).",29/10/2024,08/11/2024,"4,5 tỷ",100 m²,Sổ đỏ/ Sổ hồng,Đầy đủ.,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,38641580
"Bán nhanh chung cư CT Dương Nội, Hà Đông, 86m2, 2 ngủ, 2 vệ sinh, giá tốt","Dự án The Sparks, Phường Yên Nghĩa, Hà Đông, Hà Nội","Không có nhu cầu sử dụng, cần bán căn hộ 2 ngủ 2 vệ sinh, chung cư CT Dương Nội, Hà Đông. + Diện tích: 86m² - 2 ngủ 2wc. + Nội thất đầy đủ. + Căn hộ thiết kế hợp lý nên các phòng đều có thoáng, view đẹp. + Vị trí trung tâm Quận Hà Đông, trung tâm TM, rạp chiếu phim CGV, phòng tập gym, bể bơi 4 mùa trường đại học Phenika, view bệnh viện Nhi đang khởi công ngày bên nhà. + Sổ đỏ sở hữu lâu dài khách có thể vay ngân hàng. + Giá 3.95 tỷ. + Liên hệ:  0902 246 ***  để xem nhà.",30/10/2024,09/11/2024,"3,95 tỷ",86 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,2 phòng,2 phòng,N/A,N/A,N/A,Tin thường,39275662
Em Huy cần bán gấp lô biệt thự sát góc P01 diện tích 169m2 3 tầng 1 tum cực đẹp ở Solasta Mansion,"Dự án Solasta Mansion, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội","Anh chị liên hệ em Huy phòng kinh doanh chủ đầu tư để em tư vấn và đưa anh chị đi xem thực tế nhé:  0968 888 *** . Em cần bán lô biệt thự song lập Solasta Mansion diện tích 169m² xây 3 tầng 1 tum, lô sát góc dãy P01, đối diện trường quốc tế Phenikaa, gần công viên hồ điều hòa Thiên Văn Học 12ha KĐT Dương Nội và Aeon Hà Đông. --------------------- - Solasta Mansion với An Quý là 2 phân khu duy nhất tại Dương Nội được vận hành bởi CBRE theo tiêu chuẩn Semi - Compound. - Tháng 10/2024 thông xe tại Lê Quang Đạo cú hích lớn để An Quý, Solasta Mansion bật lên, tăng trưởng bền vững. ---------------------- Anh chị liên hệ em Huy để em tư vấn và đưa anh chị đi xem thực tế nhé:  0968 888 ***",07/11/2024,17/11/2024,25 tỷ,169 m²,5 phòng,N/A,N/A,N/A,3 tầng,3 phòng,N/A,N/A,N/A,Tin thường,40261746
"Bán nhanh căn hộ khu đô thị Văn Khê, 91m2, 3 ngủ 2 vệ sinh, giá tốt","Dự án Văn Khê, Phường La Khê, Hà Đông, Hà Nội","Không có nhu cầu sử dụng, bán nhanh căn hộ 116m² tại khu đô thị Văn Khê, Hà Đông. + Diện tích: 91m² - 3 ngủ 2 vệ sinh. + Nội thất đầy đủ, nhà giữ gìn cẩn thận. + Thiết kế hợp lý nên phòng nào cũng có ánh sáng tự nhiên. + Tiện ích: Khu vực trung tâm với đầy đủ tiện ích như siêu thị Vinmart, chợ dân sinh, trường học các cấp, khu vui chơi, công viên, hồ điều hoà... + Sổ đẹp giao dịch ngay. + Giá 4,15 tỷ. + Liên hệ:  0902 246 ***",30/10/2024,09/11/2024,"4,15 tỷ",91 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,38610801
"Bán nhanh chung cư Mipec Kiến Hưng, Hà Đông, 69m2, 2 ngủ, giá tốt","Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội","Bán chung cư Mipec View Kiến Hưng, Hà Đông. + Diện tích: 69m² 2 ngủ, 2VS. + Thiết kế hiện đại đầy đủ công năng của gồm 1 phòng khách, 2 ngủ, 2 VS. + Nhà mới bàn giao, phòng nào cũng có cửa sổ rộng, ngập tràn ánh sáng, view đẹp. + Tiện ích xung quanh đầy đủ, chợ, trường học các cấp bán kính 1km. + Sổ đỏ sở hữu lâu dài. + Giá 3,47 tỷ (có gia lộc).",29/10/2024,08/11/2024,"3,47 tỷ",69 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,2 phòng,2 phòng,N/A,N/A,N/A,Tin thường,41238107
"Bán Nhà mặt phố Lê Trọng Tấn, Lô góc, Hà Đông, MT 25m, 200m2, Bank định giá 57 tỷ, nhỉnh 280tr/m2","Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội","Nhà mặt phố, lô góc, giá đầu tư. Cực hiếm: Căn biệt thự mặt phố Lê Trọng Tấn, phố đẹp nhất quận Hà Đông, lô góc, mặt tiền 25m, vỉa hè đá bóng, ở sướng, kinh doanh đỉnh, khu vực giá tăng trưởng từng ngày. Lô góc: Một mặt phố lớn 2 chiều hơn 40m, vỉa hè 8 m. Một mặt phố đô thị ô tô tránh, vỉa hè. Cho thuê thực chất gần 90tr/tháng. Chủ ở tầng 3, tầng 1 - 2 kinh doanh cafe rất đông khách. Gần ngã tư Lê Trọng Tấn & Quang Trung. Cách cột đồng hồ Văn Phú chỉ 200m. Gần Toà Victoria. Cách UBND Quận Hà Đông 300m. Khu vực dân trí cao, mật độ dân số đông đúc, nằm trong KĐT La Casta và KDT mới Văn Phú là khu vực đẹp nhất Hà Đông. Liên hệ: Mr Thuận mua bán chính chủ.",04/11/2024,19/11/2024,289 triệu/m²,200 m²,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,25 m,40 m,4 phòng,N/A,N/A,Tin VIP Bạc,41421147
"Mặt đường Phố Xốm - 50m cây xăng Xốm, Trường CĐKT Thương Mại, mới 5 tầng hiện đại/31m2 - nhỉnh 4tỷ","Phố Xốm, Phường Phú Lãm, Hà Đông, Hà Nội","Nhà đường Phố Xốm - Bên cạnh Cây Xăng Xốm, Trường CĐKT Thương Mại. Nhà mới 5 tầng hiện đại/31m² - nhỉnh 4đ. 50m bãi đỗ xe (trong khuôn viên trường Cao Đẳng). Đối diện Đại học Đại Nam, chợ phố Xốm, cấp 3 Trần Hưng Đạo... Khu dân cư, sinh viên tấp nập, cho thuê dòng tiền 15 - 20tr/tháng. Lh xem nhà ngay:  0969 662 ***",07/11/2024,14/11/2024,"4,8 tỷ",31 m²,Nam,Nam,3 phòng,4 phòng,5 m,15 m,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tin VIP Bạc,41462060
"Cc bán gấp nhà 53,7 m2 xây 3 tầng, 3 ngủ đủ công năng, nhà cực thoáng sáng giá 7,35 tỷ tại Hà Trì 4","Ngõ 4, Đường Hà Trì 4, Phường Hà Cầu, Hà Đông, Hà Nội","Nhà ở ngõ 4 Hà Trì 4, Phường Hà Cầu, Hà Đông, Hà Nội, căn nhà riêng này mang lại không gian sống lý tưởng cho gia đình bạn. Với diện tích 53,7m², nhà được thiết kế 3 tầng, cầu thang giữa, có giếng trời. - Tầng 1: Phòng khách, bếp, WC. - Tầng 2: 2 phòng ngủ lớn + Wc. - Tầng 3: 1 phòng rộng + sân phơi cực rộng. Căn nhà có mặt tiền rộng, rất thoáng sáng, phù hợp cho kinh doanh hoặc làm văn phòng, khai thác cho thuê trọ dòng tiền ổn định. Đường vào rộng 2m thuận tiện cho việc di chuyển. Nội thất bao gồm điều hòa, bàn ghế, giường, tủ, giúp bạn có thể vào ở ngay mà không cần lo lắng về việc trang bị thêm. Pháp lý đầy đủ, đảm bảo sự an tâm cho người mua. Liên hệ Vũ Duy Tùng qua số điện thoại  0985 896 ***  để được tư vấn miễn phí và biết thêm thông tin chi tiết.",07/11/2024,14/11/2024,"7,35 tỷ","53,7 m²",3 phòng,2 phòng,Đầy đủ,N/A,2 m,3 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin VIP Bạc,41452595
"Chính chủ cần bán nhà tại Thanh Lãm, Phú Lãm, Hà Đông, Hà Nội, 8,5 tỷ, 68,2m2, 4pn, 3pt, 4 tầng","Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội","Nằm ở vị trí đắc địa tại Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội. Đây là khu vực phát triển hạ tầng mạnh nhất quận Hà Đông. Giao thông vô cùng thuận lợi, được kết nối với các tuyến đường lớn như đường Vành Đai 4, QL6, đường 21B... Trường mầm non, C1, C2, Thanh Lãm ngay sát nhà, trong bán kính 500m có Trường PTTH Trần Hưng Đạo, ĐH Đại Nam, chợ Xốm, chợ đầu mối Nam Hà Nội, Bến Xe Yên Nghĩa... - Diện tích 68,2m² với 4 PN và 3 PT, phù hợp cho gia đình đông người. - Nhà 4 tầng, thiết kế hiện đại, có mặt tiền 4,8m, thuận lợi cho việc kinh doanh. - Ngõ thông rộng 3m, ô tô 7 chỗ vào nhà, 20m ra đường oto tránh. - Nội thất cơ bản với Tủ bếp, điều hòa, tủ lạnh, giường,... Sẵn có. - Pháp lý đầy đủ, đảm bảo an tâm cho khách hàng. Đừng bỏ lỡ cơ hội này! Liên hệ ngay với Vũ Duy Tùng qua số điện thoại  0985 896 ***  để biết thêm chi tiết.",06/11/2024,13/11/2024,"8,5 tỷ","68,2 m²",4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"4,8 m",3 m,3 phòng,N/A,N/A,Tin VIP Bạc,41451540
(Siêu Phẩm) Tòa nhà VP 51m2 x 7T tại Trần Phú - Vừa ở vừa cho thuê - Ô tô vào nhà - Tin Thật 100%.,"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội","Chủ nhà muốn chuyển về khu vực Long Biên sống nên nhờ em bán hộ tòa nhà văn phòng vừa ở vừa cho thuê với rất nhiều công năng tại phố Trần Phú với vị trí rất đẹp cách mặt phố Trần Phú chỉ đúng 30m đi bộ và ô tô 5 chỗ vào nhà thoải mái. - Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch, đầy đủ GPXD. Nhà không dính tranh chấp và quy hoạch, pháp lý sạch 100%. - Diện tích: 51m² với mặt tiền 6,2m siêu rộng và đường trước nhà rộng trên 5m 2 xe ô tô tránh nhau thoải mái. Nhà cao 7 tầng với rất nhiều công năng sử dụng khác nhau có thể vừa ở vừa kinh doanh. + Tầng 1: Thông sàn để xe siêu rộng + Gara ô tô. + Tầng 2 - 5: Thông sàn làm Văn phòng hoặc Kinh doanh + WC (Giá thuê 9tr/tháng mỗi sàn). + Tầng 6: 2 phòng ngủ master rộng rãi. + Tầng 7: Bếp + Phòng Khách. - Nhà có tiềm năng tăng giá ít nhất 1 - 2 tỷ chỉ trong thời gian ngắn tới khi mà quận Hà Đông đang được quy hoạch và phát triển mạnh mẽ nhất trong cả thành phố Hà Nội. Trong khi nhà cách mặt phố Trần Phú chỉ đúng 30m đi bộ, tương lai cực sáng. - Rẻ hơn 25% những nhà VP vừa ở kết hợp kinh doanh khác trong khu vực Đống Đa và Ba Đình ( Giá thị trường khoảng 400tr/m²). - Nhà có vị trí rất đẹp cách mặt phố Trần Phú đúng 30m đi bộ không hơn, đường trước nhà rộng rãi 2 xe ô tô tránh. Nhà nằm trong khu vực trung tâm quận Hà Đông, nhu cầu thuê văn phòng làm công ty hoặc làm nơi kinh doanh cực cao, chủ nhà không bao giờ lo thiếu khách thuê - Nhà có rất nhiều công năng sử dụng với nhiều mục đích khác nhau. Khách mua nhà về để ở, để kinh doanh hoặc kết hợp cả 2 đều hợp lý. Vị trí quá đẹp và công năng sử dụng quá tốt, cả quận Hà Đông không có căn thứ 2. Chủ nhà trước đã giao giá 18 tỷ nhưng do gần đây có chút việc nên đang hạ chào, chủ nhà có thông báo với em sẽ để lại giá nhà cũ trong thời gian tới. - Giá trước 22/11: 16.5 tỷ (Đã bao phí và sang tên) - Giá có thể thương lượng. - Giá sau 22/11: 18 tỷ. * Đặc biệt em sẽ tặng thêm cho khách hàng 3 chỉ vàng khi mua nhà trước 22/11 - Sẽ gửi đến khách hàng sau khi công chứng (Cam kết 100%). Liên hệ ngay cho em trước khi em bán xong:  0965 736 ***  - Hoặc anh chị em có thể nhắn tin qua Zalo (Hotline 24/7).",07/11/2024,14/11/2024,"16,5 tỷ",51 m²,Đông,Đông,2 phòng,8 phòng,"6,2 m",6 m,7 tầng,Sổ đỏ/ Sổ hồng,N/A,Tin VIP Bạc,41462619
"Bán biệt thự An Phú Shopvillas lô góc, mặt đường 27m, kết nối Aeon Nhật Bản, Vincity 0914 102 ***","Dự án An Phú Shop Villa, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","Biệt thự An Phú Shop Villa - KĐT Nam Cường Dương Nội. - Diện tích từ 184m2 - Lô góc mặt đường 27m, kết nối sang đại siêu thị Aeon Nhật Bản, khu đô thị Geleximco, khu đô thị Vincity Tây Mỗ... - Giá bán 36,5 tỷ ! (Đã bao gồm xây dựng). - Sổ đỏ sẵn. Hotline Mr Duy:  0985 242 ***   0914 102 ***",07/11/2024,14/11/2024,"36,5 tỷ",184 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,27 m,3 tầng,N/A,N/A,N/A,Tin VIP Bạc,16083871
"Chính chủ. Bán Biệt Thự An Vượng Villas. DT 180m2, cạnh hồ công viên, sổ đỏ sẵn. 31 tỷ. 0914 102 ***","Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội","Do chuyển công tác, gia đình cần bán rẻ 2 lô biệt thự An Vượng Villas, KĐT Dương Nội, Nam Cường. Cụ thể như sau: 1. Biệt thự D03 - 17 - Diện tích 180m². - Xây 3,5 tầng. - Hướng Tây Bắc. - Ngay cạnh công viên hồ 18ha. - Giá bán 31 tỷ. 2. Biệt thự D02 - 42 - Diện tích 175m². - Xây 3,5 tầng. - Hoàn thiện Full nội thất về ở luôn! - Hướng Đông Nam. - Đường trước rộng 32m, có vườn hoa trước nhà. Ra công viên và hồ mấy bước chân. - Giá bán thỏa thuận. Liên hệ chính chủ:  0989 695 *** ,  0914 102 ***",07/11/2024,14/11/2024,31 tỷ,180 m²,N/A,N/A,N/A,N/A,Tây - Bắc,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin VIP Bạc,39101711
Hàng mới hot. Bán căn góc đẹp nhất khu biệt thự An Phú ShopVillas. Đang cho thuê giá cao 0914 102 ***,"Dự án An Phú Shop Villa, Phường Dương Nội, Hà Đông, Hà Nội","Bán cặp góc biệt thự I01 - 13 và H01 - 01 vip nhất An Phú Shop, Nam Cường. View Aeon, kinh doanh đỉnh. 1. Biệt thự I01 - 13. - Dt 237,5m². - Lô góc 3 mặt đường view bệnh Viện Đa Khoa Quốc Tê Hà Đông và đại siêu thị Aeon Nhật Bản. - Xây xong và hoàn thiện mặt ngoài. - Vị trí đẹp nhất dự án, kinh doanh đỉnh. - Đang cho thuê giá cao dòng tiền ổn định! - Giá bán 43 tỷ. 2. Biệt thự H01 - 01. - Dt 191,62m². - Lô góc 3 mặt thoáng. - Đã hoàn thiện đẹp, hiện tại đang cho thuê kinh doanh. Tất cả đã có sổ đỏ và sẵn sàng giao dịch. Gia bán 39 tỷ. Hotline:  0985 242 ***   0914 102 ***",07/11/2024,14/11/2024,39 tỷ,"191,62 m²",N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,N/A,Tin VIP Bạc,39101708
"Chủ giảm chào sâu còn 6.9 tỷ bán nhà Đa Sỹ, Kiến Hưng, Hà Đông - mặt tiền rộng 7m, 5m ra ô tô tránh","Phường Kiến Hưng, Hà Đông, Hà Nội","- NHÀ ĐẸP - DÂN XÂY CHẮC CHẮN - CÁCH 1 NHÀ RA ĐƯỜNG Ô TÔ TRÁNH - GẦN TRƯỜNG TIỂU HỌC- CHỢ  - Vị trí đẹp, cách 1 nhà ra đường ô tô tránh, khu dân trí cao, an ninh đảm bảo - Nhà thiết kế 4 tầng: T1: khách, bếp, vs T2: 2pn, vs T3: 1 pn rộng, vs T4: phòng thờ, phòng nhỏ để máy giặt, sân phơi - Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ ngay: Mr. Thanh  0965 880 ***",07/11/2024,14/11/2024,"6,9 tỷ",35 m²,Sổ đỏ/ Sổ hồng,Cơ bản,N/A,N/A,7 m,4 tầng,N/A,N/A,N/A,Tin VIP Bạc,41462393
"Bán biệt thự M03 - 12 An Khang Villas, lô góc ngay cạnh hồ vị trí rất đẹp, sổ đỏ 0914 102 ***","Dự án An Khang Villa, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội","Bán biệt thự M03 - 12 An Khang Villas Nam Cường. KĐT đẹp nhất phía Tây Hà Nội! - Diện tích 241m². - Xây 1 tầng hầm + 3,5 tầng nổi. - Căn góc hướng Đông Nam và tây nam. - Vị trí ngay cạnh hồ và công viên thiên văn học 18ha. - Vị trí rất đẹp vừa để ở vừa kinh doanh. - Sổ đỏ chính chủ. - Giá bán 33 tỷ! Hotline:  0985 242 ***   0914 102 ***",07/11/2024,14/11/2024,33 tỷ,241 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Đông - Nam,3 tầng,N/A,N/A,N/A,Tin VIP Bạc,39101704
"Bán biệt thự đẹp nhất KĐT Nam Cường. Lô góc 3 mặt thoáng, ngay cổng vào kđt, ở hoặc kd siêu đỉnh","Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội","1. Bán biệt thự đẹp nhất KĐT Nam Cường. Lô góc 3 mặt thoáng, ngay cổng vào KĐT. Ở hoặc kinh doanh siêu đỉnh. - Biệt thự M09 - 25 An Khang Villas. - Dt 301,8m². - Căn góc 3 mặt thoáng, ngay cổng vào. - Xây 1 hầm 4T nổi, đã hoàn thiện. - Vị trí đẹp nhất khu đô thị, hàng hiếm. - Giá bán 45 tỷ, có thương lượng. 2. Biệt thự M06 - 02. - Dt 200m². - Sổ đỏ sẵn. - 2 mặt đường trước sau, vị trí đẹp ngay cạnh Hồ công viên, Kiến trúc Pháp. - Giá bán 28,5 tỷ. Hotlines:  0985 242 ***   0914 102 ***",07/11/2024,14/11/2024,45 tỷ,"301,8 m²",N/A,N/A,N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin VIP Bạc,39101865
"Bán Nhà TRẦN PHÚ ,Mỗ Lao. HÀ ĐÔNG . Diện tích 52m , mặt tiền 6.2. Oto vào nhà . Giá 16.5 Tỷ (CTL)","Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội","Ô TÔ TRÁNH - THANG MÁY - 30M RA PHỐ - KINH DOANH - DÒNG TIỀN - FULL CÔNG NĂNG -    ĐIỂM 10 VỊ TRÍ  Trần Phú 52m , mt siêu khủng Sổ đỏ cầm tay , sang tên nhanh gọn Giá chào 16.5 ( có thương lượng ) Gọi cho em  0946 672 ***  hỗ trợ mọi lúc , mọi nơi",07/11/2024,14/11/2024,"16,5 tỷ",52 m²,N/A,N/A,N/A,N/A,"6,2 m",Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin VIP Bạc,41462365
Chính chủ bán căn 3 phòng ngủ tháp A tầng đẹp tòa Thiên Niên Kỷ Hà Tây Millennium,"Dự án Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Yết Kiêu, Hà Đông, Hà Nội","Chính chủ bán căn 3 phòng ngủ tháp A tầng đẹp tòa Thiên Niên Kỷ Hà Tây Millennium. - Căn hộ có diện tích 105m² chia làm 3 phòng ngủ thiết kế hợp lý. - Ưu điểm ban công dài view toàn cảnh thành phố. - Nhà có sẵn trần sàn, thiết bị wc, 4 điều hòa tất cả đều còn mới 99%. - Sổ đỏ sẵn. Liên hệ xem nhà  0929 444 ***",05/11/2024,12/11/2024,"6,5 tỷ",105 m²,Sổ đỏ/ Sổ hồng,Cơ bản,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin VIP Bạc,41436720
"06 căn vị trí kinh doanh cực tốt tại khu C, D KDT Geleximco, cách Aeon Mall Hà Đông 500m, giá tốt","Khu đô thị Geleximco - Lê Trọng Tấn, Lê Trọng Tấn, Dương Nội, Hà Đông, Hà Nội","Em Hoài giới thiệu đến quý khách những căn liền kề có vị trí phù hợp kinh doanh, làm văn phòng kết hợp showroom tại khu C và D KDT Geleximco Lê Trọng Tấn, chỉ cách siêu thị Aeon Mall và bệnh viện quốc tế Hà Đông chừng 500m, khu vực có hạ tầng đồng bộ, tiện ích đầy đủ, đi lại thuận tiện, tiềm năng phát triển cực mạnh. Đặc điểm nổi bật: Nhà vị trí đẹp, mặt đường trục chính xương cá của khu, trước nhà và vỉa hè cực kỳ rộng rãi, đỗ được nhiều xe, thuận tiện cho việc kinh doanh buôn bán, cam kết không lỗi phong thủy Khu C: - 95 m² x4 tầng, mặt tiền 5m, giá nhỉnh 26 tỷ, trục chính cổng 3 khu C, đường 21m, sử dụng 2 vỉa hè 10m. - 114 m² x 4 tầng, mặt tiền 6m, nhỉnh 25 tỷ, trục chính cổng 1 khu C, đường đôi 26m, sân + vỉa hè 10m. - 120 m² x 5 tầng, mặt tiền 6m, giá 35 tỷ, nhà mặt đường Lê Trọng Tấn rộng hơn 60m, sử dụng 2 vỉa hè 17m. - 180 m² x 5 tầng, mặt tiền 8m, giá 53 tỷ (thương lượng), nhà mặt đường Lê Trọng Tấn rộng hơn 60m, sử dụng 2 vỉa hè 17m. Khu D: - 144 m² x4 tầng, mặt tiền 6m, giá 27 tỷ, trục chính cổng 1 khu D, đường đôi 26m, sân + vỉa hè 10m. - 132 m² x 5 tầng, mặt tiền 6m, giá 36 tỷ, nhà mặt đường Lê Trọng Tấn rộng hơn 60m, sử dụng 2 vỉa hè 17m. Quý cô chú anh chị có nhu cầu mua bán, xem nhà, tư vấn liên hệ trực tiếp em Hoài, SDT/Zalo:  0981 464 *** . Địa chỉ: C10 - 14 KDT Geleximco Lê Trọng Tấn, Dương Nội, Hà Đông. Thông tin chính xác - Giá cả minh bạch - Tư vấn tận tâm - Hỗ trợ 24/7.",07/11/2024,17/11/2024,27 tỷ,144 m²,4 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,6 m,26 m,N/A,N/A,N/A,Tin VIP Bạc,41335838
"Bán đất 55m² lô góc Nguyễn Văn Trỗi, Mỗ Lao. Vị trí đẹp, gần Làng Việt Kiều, giá hợp lý","Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội","Chính chủ cần bán đất 55m² Nguyễn Văn Trỗi, Mỗ Lao - lô góc, giá tốt. Vị trí đắc địa: Mảnh đất 55m² tại đường Nguyễn Văn Trỗi, Mỗ Lao, gần Làng Việt Kiều Châu Âu. Vị trí thuận tiện, hưởng trọn tiện ích của khu đô thị Hà Đông, một trong những khu vực đáng sống nhất. Hạ tầng hoàn thiện: Ngõ nông, đường nhựa sạch sẽ, ô tô tránh chỉ 50m. Gần hồ, không gian thoáng mát, trong lành. Lô góc, vuông vắn, dễ thiết kế: Mặt tiền 4.5m, lô góc thoáng sáng, phù hợp để xây dựng nhà ở hoặc kinh doanh. Thửa đất vuông vắn, dễ dàng thiết kế không gian sống. Pháp lý chuẩn: Sổ đỏ chính chủ, pháp lý rõ ràng, không tranh chấp. Giá bán hợp lý: Nhỉnh 7 tỷ. Liên hệ chính chủ: Mr. Vinh:  0981 561 ***",07/11/2024,17/11/2024,"7,05 tỷ",55 m²,N/A,N/A,N/A,N/A,"4,5 m",Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin VIP Bạc,41461790
"Cần bán cặp 100m2 đất dịch vụ khu D Yên Nghĩa, đường 17m, view BT, giá 23.5 tỷ","Đường Nguyễn Văn Trác, Phường Yên Nghĩa, Hà Đông, Hà Nội","Bán cặp đôi đất dịch vụ khu D Yên Nghĩa - Hà Đông. - Diện tích 100m², MT 8m - Đường 17m, view biệt thự Nam Cường, kinh doanh tốt. - Vị trí khu đất đẹp, đại học Phenikaa, chung cư Xuân Mai, Bệnh viện Nhi TW cơ sở 2, Bệnh viện Thận, nối liền các khu A, B, C và D Yên Nghĩa, công viên Cây Đàn, khu đô thị Đô Nghĩa. - Vành Đai 4 đang xây dựng đi qua, mảnh đất có giá trị cao tăng từng ngày khi các dự án đang triển khai rầm rộ. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá 23.5 tỷ có thương lượng cho khách thiện chí. - Liên hệ:  0961 628 *** Hương).",07/11/2024,14/11/2024,"23,5 tỷ",100 m²,Đông - Bắc,Sổ đỏ,N/A,N/A,8 m,17 m,N/A,N/A,N/A,Tin VIP Bạc,40988212
Chính chủ cần bán 53m2 đất thổ cư tại Biên Giang Hà Đông Hà Nội,"Đường Yên Phúc, Phường Biên Giang, Hà Đông, Hà Nội","Chính chủ cần bán 53m² đất thổ cư vuông đẹp cách QL6 250m đường trước đất 3 ô tô tránh, kinh doanh tốt. Gần trường học cấp 1, 2 gần chợ, ủy ban phường, gần trạm y tế phường tiện ích xung quanh không thiếu gì. Giá hơn 5 tỷ chính chủ bán. Liên hệ em Quỳnh  0334 434 ***",06/11/2024,16/11/2024,"5,7 tỷ",53 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,5 m,7 m,N/A,N/A,N/A,Tin VIP Bạc,41451535
