Title,Address,Description,Posted Date,Expiry Date,Price,Area,House Direction,Balcony Direction,Bedrooms,Toilets,Frontage,Entrance Width,Number of Floors,Legal Status,Interior,Listing Type,Listing ID
"Nhà mặt phố Hàng Bông, DTMB 100m2, mặt tiền 5.5m, 5 tầng. Giá 65 tỷ. Quận Hoàn Kiếm","Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",Trung tâm phổ cổ - Mảnh đất vàng còn sót. + Vị trí đẹp diện tích rộng thích hợp xây toà nhà văn phòng. + Liên hệ: Mr. Hạnh SĐT  0906 296 *** . Miễn trung gian. Anh chị em làm môi giới xin không gọi điện thoại.,11/11/2024,21/11/2024,65 tỷ,100 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"5,5 m",5 tầng,N/A,N/A,N/A,Tin thường,41364786
"MP cổ Hàng Gai, vị trí kim cương, full thổ cư, 3 bước chân ra hồ Hoàn Kiếm, 7 nổi 1 hầm","Phố Hàng Gai, Phường Hàng Gai, Hoàn Kiếm, Hà Nội","+ Nhà bán nằm tại mặt phố cổ Hàng Gai, tuyến phố giá trị và đắt đỏ thuộc top thế giới, vị trí kim cương chỉ cách Hồ Gươm vài chục mét. + Nhà chủ tự xây chắc chắn, móng 13 tầng, hiện tại là 1 hầm 7 nổi. Tầng hầm được thiết kế trong lòng nhà phòng khách. Ngoài mặt tiền chia làm 2 cửa hàng cho thuê mỗi tháng 100 triệu còn lại là để không. Khách mua có thể chuyển đổi mô hình khách sạn phút mốt.",09/11/2024,19/11/2024,285 tỷ,218 m²,8 tầng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,52 m,11 m,13 phòng,N/A,N/A,Tin thường,41043274
"Bán nhà mặt phố Nguyễn Hữu Huân, Hoàn Kiếm. DT sổ 55m2 x 5T, MT 7m. Lô góc 2 mặt phố, thang máy","Đường Nguyễn Hữu Huân, Phường Lý Thái Tổ, Hoàn Kiếm, Hà Nội","Bán nhà mặt phố Nguyễn Hữu Huân, Quận Hoàn Kiếm, TP Hà Nội. - DT sổ 55m² x 5T, MT 7m. (vuông vắn). - Vị trí nhà nằm cực đẹp lô góc 2 mặt phố, vỉa hè rộng, nhà gần Hồ Gươm. - Mặt tiền siêu rộng, phù hợp các mô hình kinh doanh. - Tuyến phố thông tứ tung, giao thông thuận tiện. - Sổ đỏ chính chủ vuông vắn, sẵn sàng giao dịch. * Liên hệ trực tiếp gia đình Anh Khánh:  0965 508 *** . * Miễn trung gian, môi giới.",11/11/2024,21/11/2024,"46,5 tỷ",55 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,7 m,5 tầng,N/A,N/A,N/A,Tin thường,41268569
"Bán nhà MP Hàng Bông, Hoàn Kiếm 180m2 x 10T hầm thang máy, ô tô, KD luôn, giá 173tỷ. LH 0366 051 ***","Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội","Bán tòa nnhà tổ hợp, MP Hàng Bông, Hoàn Kiếm 180m² x 10 tầng có hầm thang máy, ô tô, KD luôn, giá 173 tỷ. LH  0366 051 *** . Chính chủ nhờ bán căn nhà đẹp như ý, vị trí cực đỉnh, vào nhà là mê giữa trung tâm thủ đô, mặt phố Hàng Bông thông Hàng Gai, Phủ Doãn, Cửa Nam vài phút tới Hồ hoàn Kiếm, gần Nhà Thờ Lớn, tòa nhà DOJI, Hàng Ngang, Hàng Đào, Hàng Trống, Đường Thành, tiện ích phố cổ không thiếu thứ gì, đẳng cấp, an sinh. Căn nhà thiết kế hiện đại, gồm 10 tầng có hầm, thang máy, 2 tầng thông sàn kinh doanh các loại hình đều hốt bạc, các tầng trên gồm 8 căn hộ khép kín với tầng thượng cực Chill, thoáng sáng, đẹp như trong ảnh, chủ nhà thiện chí bán, tặng nội thất xịn. Cực phù hợp cho khách để ở thì sướng, KD Home stay kết hợp cho thuê Trung tâm tiếng Anh, Thẩm mỹ viện, Spa, phòng khám răng của Nha sĩ, VP cho các doanh nghiệp hoặc khách mua giữ tiền quá lời. Sổ đỏ vuông đét, chuẩn pháp lý, 1 sổ, 1 chủ, giao dịch ngay. Giá 173 tỷ (Có thương lượng). Mời Quý vị liên hệ Ms. Quyên DĐ, Zalo  0366 051 ***  để gặp chủ nhà làm việc trực tiếp.",11/11/2024,21/11/2024,173 tỷ,180 m²,10 tầng,10 phòng,Sổ đỏ/ Sổ hồng,N/A,5 m,15 m,10 phòng,N/A,N/A,Tin thường,41168325
"Bán nhà MP Tống Duy Tân, Hoàn Kiếm 88m2 x 5T x MT 5m, ô tô, KD, nhỉnh 48 tỷ. LH: 0366 051 ***","Đường Tống Duy Tân, Phường Hàng Bông, Hoàn Kiếm, Hà Nội","Bán nhà MP Tống Duy Tân, Hoàn Kiếm 88m² x 5T x MT 5m, ô tô, KD, nhỉnh 48 tỷ. LH:  0366 051 *** . Siêu hiếm nhà bán, mặt phố cổ Tống Duy Tân nối từ Trần Phú tới Điện Biên Phủ, thông Ngõ Cấm Chỉ, Phố Hàng Bông, gần TTTM Hàng Da, Nhà Thờ lớn, phố Cửa Nam, Nguyễn Thái Học, vài phút tới Hồ Hoàn Kiếm... Khu phố ẩm thực tập trung, kinh doanh sầm uất ngày đêm, căn nhà mặt phố đang cho thuê kinh doanh dòng tiền ổn định với 5 tầng KCBT chắc chắn, mỗi tầng 2 phòng cầu thang giữa có thể lắp thang máy. Phù hợp khách mua nhà để ở hoặc kết hợp kinh doanh, nhà hàng, cafe, dịch vụ. Chủ nhà thiện chí. Sổ đỏ vuông vắn sẵn sàng giao dịch. Giá nhỉnh 48 tỷ. Mời quý vị liên hệ Ms. Quyên DĐ  0366 051 ***  xem nhà miễn phí (Miễn TG & QC).",07/11/2024,17/11/2024,Thỏa thuận,88 m²,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,N/A,5 m,8 m,5 phòng,N/A,N/A,Tin thường,40703655
"Bán tòa VP MP Trần Hưng Đạo, Hoàn Kiếm 438m2, 15T, MT 11m, vỉa hè, ô tô, KD, 470 tỷ. LH: 0366 051 ***","Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội","Siêu phẩm mặt phố Trần Hưng Đạo, Hoàn Kiếm 438m², 15T, MT 11m, vỉa hè khủng, ô tô, KD, 470 tỷ. LH:  0366 051 *** . Tòa Building mặt phố Trần Hưng Đạo giao thông kết nối với các phố Quang Trung, Bà Triệu, Hàng Bài, Phan Chu Chinh sang phố Hai Bà Trưng, Nguyễn Du, Lý Thường Kiệt, Ngô Quyền con phố tập trung các cơ quan ban ngành lớn của nhà nước, các tập đoàn, doanh nghiệp, ngân hàng, khách sạn, nhà hàng, tiện ích không thiếu thứ gì, gần cung văn hóa Hữu Nghị Việt Xô, 3 phút tới hồ Hoàn Kiếm, Nhà Thờ Lớn, ga Hàng Cỏ, giao thông thuận tiện, vị trí đắc địa, kinh doanh sầm uất. Diện tích trên sổ 438m², thiết kế 15 tầng, hầm để xe, trang thiết bị hiện đại, 2 thang máy tốc độ cao, điều hòa âm trần, máy phát điện dự phòng, đầy đủ công năng cho mọi mục đích kinh doanh của gia chủ. Pháp lý chuẩn, sổ đỏ lâu dài, 1 sổ, 1 chủ, đã có hoàn công nhà trên sổ. Giá 470 tỷ (thương lượng trực tiếp). Mời quý vị liên hệ  0366 051 ***  làm việc trực tiếp (miễn trung gian & môi giới). * Nhanh chóng, tận tâm, hiệu quả cao nhất.",11/11/2024,21/11/2024,470 tỷ,438 m²,15 tầng,20 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,11 m,18 m,20 phòng,N/A,N/A,Tin thường,39054782
"Bán nhà mặt phố Hàng Bông, Hoàn Kiếm 190m2 x MT 7.5m, ô tô, KD, giá 135 tỷ. LH: 0366 051 ***","Phố Hàng Bông, Phường Cửa Nam, Hoàn Kiếm, Hà Nội","Bán nhà mặt phố Hàng Bông, Hoàn Kiếm 190m² x MT 7.5m, ô tô, KD, giá 135 tỷ. LH:  0366 051 *** . Siêu phẩm mặt phố Hàng Bông quận Hoàn Kiếm, vỉa hè, mặt tiền rộng 7.5m, kinh doanh các loại hình, ô tô..., tiện ích bạt ngàn, giao thông thuận tiện, tuyến phố thông khắp nơi Cửa Nam, Phùng Hưng, Đường Thành, Phủ Doãn... Vài phút tới Hồ Hoàn Kiếm, Phố đi bộ, Nhà Thờ Lớn... Thiết kế 5 tầng, ô chờ thang máy, thông sàn cầu thang bộ cuối nhà đang cho thuê dòng tiền 10.000USD/tháng, khách có thể tiếp nối hợp đồng hoặc đập đi xây tòa VP hay khách sạn thì quá đỉnh. Chủ nhà nhiệt tình, pháp lý chuẩn, sổ đỏ đẹp, giá 135 tỷ có thương lượng. Mời Quý vị liên hệ Ms. Quyên DĐ, Zalo  0366 051 ***  (Miễn TG & QC).",07/11/2024,17/11/2024,135 tỷ,190 m²,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"7,5 m",25 m,5 phòng,N/A,N/A,Tin thường,41039235
"Bán tòa nhà Phố Huế, Hoàn Kiếm 250m2 x 7T thang máy x MT 7m, ô tô, KD, giá 183 tỷ. LH: 0366 051 ***","Phố Phố Huế, Phường Tràng Tiền, Hoàn Kiếm, Hà Nội","Siêu phẩm tòa văn phòng mặt Phố Huế, Hoàn Kiếm 250m² x 7T thang máy x MT 7m, ô tô, KD, giá 183 tỷ. LH:  0366 051 *** . Vị trí trung tâm, mặt Phố Huế, thông Hàng Bài, Nguyễn Du, Hai Bà Trưng, Trần Hưng Đạo..., 3 phút tới Hồ Hoàn kiếm, vỉa hè đá bóng, gần TTTM Vincom Bà Triệu, tiện ích bạt ngàn, cái gì cũng có, đi đâu cũng tiện. Tòa nhà tổ hợp cho thuê văn phòng và cho thuê căn hộ DV, dòng tiền đều đặn hàng năm, với 7 tầng thang máy xịn xò, mặt tiền rộng, khách có thể tiếp tục hợp đồng hoặc kinh doanh bất cứ loại hình gì đều hái ra tiền. Chủ nhà thiện chí, sổ đỏ cất két sẵn sàng giao dịch. Giá 183 tỷ có thương lượng. Mời liên hệ Ms. Quyên DĐ  0366 051 *** , Zalo (Miễn TG & QC).",07/11/2024,17/11/2024,183 tỷ,250 m²,7 tầng,20 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,15 m,6 phòng,N/A,N/A,Tin thường,40751041
"Cực hiếm! Bán khách sạn mặt phố Hàng Bông, mặt tiền 10m - DT 366m2 - XD 9T - 68P - tiêu chuẩn 4*","Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội","Chủ khách sạn gửi bán khách sạn mặt phố Hàng Bông - Hoàn Kiếm - Hà Nội. - Mô tả: Mặt tiền 10m - diện tích 366m² - xây dựng 9 tầng + 1 hầm. - Thiết kế: Gồm có 68 phòng khách sạn. - Đầy đủ các hạng phòng Duluxe, Stuie, Family, Vip... - Tiện ích: Nhà hàng, Gym, Spa, Bể bơi, Skybar. - Pháp lý đầy đủ: GPXD, GPKD, PCCC, ANTT... - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá chào bán 630 tỷ. - Lh tư vấn  0946 698 ***",21/10/2024,20/11/2024,630 tỷ,366 m²,10 tầng,68 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,10 m,10 m,68 phòng,N/A,N/A,Tin thường,39912348
Nhà đẹp Hồng Hà - Vừa ở vừa kinh doanh căn hộ - View sông Hồng - Thang máy xịn - Hộ khẩu Hoàn Kiếm,"Chương Dương, Hoàn Kiếm, Hà Nội","Nhà đẹp Hồng Hà - Vừa ở vừa kinh doanh CCMN - View sông Hồng - Thang máy xịn - Hộ khẩu Hoàn Kiếm Cách mặt phố Hồng hà chỉ 20m oto tránh  Thiết kế 50m x 8 tầng  T1 : Để xe T2-5 : Cho thuê căn hộ dịch vụ dòng tiền 60tr/ tháng T6-7: Gia đình ở tự kinh doanh T8 : Sân phơi , tiêu cảnh Giá 13 tỷ ( thương lượng ) LH e Cường :  0335 056 ***  ( miễn tiếp MG và trung gian)",11/11/2024,21/11/2024,13 tỷ,50 m²,Đầy đủ,N/A,N/A,N/A,8 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin thường,41489302
"Cần tiền bán nhanh Mặt phố cổ Lãn Ông giá 55 tỷ, 100m2, ngay ngã tư, vị trí đẹp","Phố Lãn Ông, Phường Hàng Đào, Hoàn Kiếm, Hà Nội","Cần tiền bán nhanh Mặt phố cổ Lãn Ông giá 55 tỷ, 100m², ngay ngã tư, vị trí đẹp Mặt phố cổ Thuốc Bắc - Lãn Ông giá 57 tỷ, DT 100m². Mặt tiền rộng 5m - Trên đất hiện trạng 2 tầng trên đất rộng rãi, vuông vắn, Thoáng trước sau. Nhà nằm ngay mặt phố cổ khu Thuốc Bắc - Lãn Ông, vị trí đẹp, vài phút đi bộ ra Hồ Gươm. Nhà nằm tại vị trí đắc địa, mặt phố Lãn Ông rộng 9m, vỉa hè rộng 3m, thoải mái chỗ để xe. Khu phố có rất nhiều du khách nước ngoài qua lại, một địa danh, một di tích của Hà Nội. Trung tâm Phố Cổ. Phù hợp, ở, xây nhà hàng khách sạn..đầu tư xât dựng đa dạng nhiều mô hình. Pháp lí: SĐCC, công chứng sang tên nhanh chóng Giá bán 55 tỷ, có thương lượng khách thiện chí LH chính chủ  0989 536 ***  hoặc  0945 998 *** . Miễn TG - MG làm phiền",11/11/2024,21/11/2024,55 tỷ,100 m²,2 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,3 tầng,2 phòng,N/A,N/A,N/A,Tin thường,41489041
"Cần bán nhà trung tâm phố cổ Hàng Bồ Hoàn Kiếm 27m2 có lửng, bếp vệ sinh riêng sổ đỏ CC giá 2,35 tỷ","Phố Hàng Bồ, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội","Chính chủ cần bán căn nhà ở Hàng Bồ - Hoàn Kiếm nằm trên tầng 2. Diện tích 20m² lòng nhà (có gác xép lửng) và 7m² khu phụ khép kín trong nhà (bếp, vệ sinh, kho). Nhà sạch sẽ, cửa sổ to thoáng mát, đang cho thuê làm mô hình homestay. Phù hợp cho gia đình nhỏ hoặc mua đầu tư dòng tiền (khu vực không thiếu khách nước ngoài). Tiện ích bạt ngàn cho sinh hoạt thường ngày. Sổ đỏ chính chủ cất két. Giá 2,35 tỷ (có trao đổi thêm cho khách nhiệt tình). LH Kiên  0968 063 *** . Rất vui lòng kết hợp cùng các anh chị em môi giới chuyên khu vực phố cổ!",01/11/2024,11/11/2024,"2,35 tỷ",20 m²,N/A,N/A,N/A,N/A,Sổ đỏ,N/A,N/A,N/A,N/A,Tin thường,40860082
"Bán nhà mặt phố Thuốc Bắc - Hàng Vải - Hoàn Kiếm, giá sốc chỉ 78 tỷ VND, diện tích 98m2, 6 tầng","Phố Thuốc Bắc, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội","Nằm ở vị trí đắc địa tại phố Thuốc Bắc và phố Hàng Vải lô góc 2 mặt tiền phường Hàng Bồ, Hoàn Kiếm, Hà Nội, căn nhà mặt phố này không chỉ là nơi ở lý tưởng mà còn mang lại cơ hội kinh doanh tuyệt vời cho các nhà đầu tư. - Diện tích: 98m². - Giá: 78 tỷ VND. - Số tầng: 6. - Chiều ngang mặt tiền: 9m. - Pháp lý: Đầy đủ. Bán nhà 2 mặt phố Thuốc Bắc và Hàng Vãi. Nhà xây 5 tầng 1 tum có thang máy. Nhà đang cho thuê, 40 triệu/ tháng. Nhà lô góc đặc biệt mặt tiền dài. Liên hệ. Hùng  0967 892 ***",11/11/2024,21/11/2024,78 tỷ,98 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,9 m,6 tầng,N/A,N/A,N/A,Tin thường,41376235
"Cần bán nhà mặt ngõ phố Trần Hưng Đạo. DT sổ 90m2 x 4T, MT 5m. Đường ôtô tránh - cách MP đúng 50m","Đường Trần Hưng Đạo, Phường Cửa Nam, Hoàn Kiếm, Hà Nội.","Gia đình cần bán nhà phố Trần Hưng Đạo, Quận Hoàn Kiếm, TP Hà Nội. - DT sổ 90m² x 4T, MT 5m. (Vuông vắn). - Vị trí nhà mặt ngõ to đẹp, đường 2 ôtô tránh nhau thoải mái. Nhà thuộc trung tâm quận Hoàn Kiếm. - Phố Trần Hưng Đạo là con phố rất đẹp và đặc biệt thời điểm hiện tại cực hiếm nhà bán và tìm mua được căn nhà mà ôtô tránh nhau thì lại càng không có nhà bán. - Phù hợp vừa ở và kinh doanh làm văn phòng hoặc làm homestay sầm uất. - Sổ đỏ chính chủ, vuông vắn. Gia đình rất thiện chí muốn bán. * Liên hệ trực tiếp gia đình anh Khâm, chị Mỹ:  0966 886 *** ,  0846 998 *** . * Miễn trung gian, không tiếp môi giới, xin cảm ơn.",11/11/2024,21/11/2024,28 tỷ,90 m²,Sổ đỏ.,Đầy đủ.,N/A,N/A,5 m,4 tầng,N/A,N/A,N/A,Tin thường,31567884
Bán nhà Cầu Đất - Hoàn Kiếm - 5 tầng - sổ đỏ riêng biệt,"Đường Cầu Đất, Phường Chương Dương, Hoàn Kiếm, Hà Nội","Nóng hổi vừa lên sóng - duy nhất em hoa hậu Cầu Đất - 5 tầng - 3 phòng ngủ - bên chẵn - hộ khẩu. Hoàn Kiếm - sổ đỏ riêng biệt - vuông đét - chỉ 3,65 tỷ. Nhà 5 tầng x 3 phòng ngủ. Mặt tiền: 3.1m. Sổ đỏ chính chủ riêng biệt. 3,65 tỷ. Hàng hiếm đẹp như hoa hậu, nhà vuông vắn, xinh xắn, nhìn là mê. Ngõ xe và gác nông cách phố 30m. 03 phòng ngủ riêng biệt, vệ sinh khép kín. Nhà Cầu Đất hộ khẩu Hoàn Kiếm, ba bước chân sang phố cổ. Bán nhanh trong ngày - không mua là hết vì chỉ duy nhất 1 căn.",05/11/2024,15/11/2024,"3,65 tỷ",18 m²,3 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,"3,1 m",5 tầng,N/A,N/A,N/A,Tin thường,41294397
Nhà cực đẹp - Phúc Tân - Hoàn Kiếm - cách 10m ô tô đỗ cổng - ngõ nông thẳng tắp - 30m ra mặt phố,"Đường Phúc Tân, Phường Chương Dương, Hoàn Kiếm, Hà Nội","Nhà cực đẹp - Phúc Tân - Hoàn Kiếm - cách 10m ô tô đỗ cổng - ngõ nông thẳng tắp - 30m ra mặt phố - 41.30m x 4 tầng - chỉ 6 tỷ 950. Diện tích: 41.30m² x 4 tầng. Mặt tiền: 5,5m (nở hậu). Thiết kế: - Tầng 1: Phòng khách + bếp. - Tầng 2.3: Mỗi tầng 2 phòng ngủ. - Tầng 5: Phòng thờ + sân phơi. Sổ đỏ chính chủ cất két giao dịch ngay. Giá: 6 tỷ 950. Vị trí nhà thuộc Phúc Tân, quận Hoàn Kiếm, ô tô đỗ cổng cách nhà 10m, nhà cách mặt phố 25 - 30m, ngõ thẳng tắp. Di chuyển sang phố cổ 500m. Nội thất rất đẹp, để lại toàn bộ. Thiết kế các phòng ngập tràn ánh sáng. Nhà hiếm lắm. Chốt nhanh thì còn. LH:",06/11/2024,17/11/2024,"6,95 tỷ","41,3 m²",Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"5,5 m",4 tầng,N/A,N/A,N/A,Tin thường,41335957
"Cần bán nhà phố Phan Chu Trinh, Quận Hoàn Kiếm. DT sổ 115m2 x 4T, MT 6,3m. Vị trí rất đẹp, sầm uất","Đường Phan Chu Trinh, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội","Gia đình thiện chí cần bán nhà phố Phan Chu Trinh, Quận Hoàn Kiếm - TP Hà Nội. - DT sổ 115m² x 4T, MT 6,3m. (Vuông đẹp). - Vị trí nhà nằm đoạn rất đẹp của mặt phố Phan Chu Trinh. Nhà thuộc trung tâm Quận Hoàn Kiếm. Giao thông thuận tiện đi lại. Đi ra Nhà Hát Lớn, Tràng Tiền, Bờ Hồ Hoàn Kiếm... Mất mấy phút đi bộ. - Nhà rất thích hợp kinh doanh hoặc cho thuê mọi lĩnh vực. Kinh doanh thương mại sầm uất ngày đêm. - Hiện tại phố Phan Chu Trinh rất rất hiếm nhà bán. - Đường ô tô 2 chiều, vỉa hè rộng. - Sổ đỏ chính chủ, vuông vắn. 1 sổ và 1 chủ. Gia đình thiện chí cần bán để chia tài sản. * Liên hệ trực tiếp gia đình Anh Khâm, chị Mỹ:  0846 998 *** ,  0966 886 *** . * Miễn trung gian, không tiếp môi giới, xin cảm ơn.",11/11/2024,21/11/2024,55 tỷ,115 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"6,3 m",4 tầng,N/A,N/A,N/A,Tin thường,37089491
"Cần bán nhà mặt phố Hàng Điếu, Hoàn Kiếm. DT Sổ đỏ 50m2 x 3T, MT 5,5m. Vị trí rất đẹp - KD sầm uất","Phố Hàng Điếu, Phường Cửa Đông, Hoàn Kiếm, Hà Nội","Gia đình cần bán nhà mặt phố Hàng Điếu, Quận Hoàn Kiếm - TP Hà Nội. - DT sổ đỏ 50m² x 3T, MT 5,5m. (vuông vắn). - Vị trí nhà nằm đoạn đẹp nhất mặt Phố Hàng Điếu. Thuộc trung tâm Quận Hoàn Kiếm. Giao thông thuận tiện đi lại, đi lên Hồ Hoàn Kiếm mất tầm 5 phút đi bộ. - Phố Hàng Điếu Kinh Doanh thương mại sầm uất ngày đêm. Phố Hiện tại đang rất hiếm nhà bán. - Đường ô tô 2 chiều, vỉa hè rộng. Ô tô đỗ dừng thoải mái. - Rất thích hợp để kinh doanh hoặc cho thuê. Hiện tại gia đình đang cho thuê kinh doanh sầm uất. - Sổ đỏ chính chủ, vuông vắn đẹp. Gia đình thiện trí cần bán. * Liên hệ trực tiếp gia đình Anh Minh, Chị Mỹ:  0846 998 *** ,  0966 886 *** . * Miễn trung gian, không tiếp môi giới, xin cảm ơn.",11/11/2024,21/11/2024,36 tỷ,50 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"5,5 m",3 tầng,N/A,N/A,N/A,Tin thường,36846925
"Chính chủ cần bán nhà mặt ngõ ôtô, phân lô, kinh doanh phố Lý Nam Đế DT 45m X 5T, MT 4m giá 13,6 tỷ","Đường Lý Nam Đế, Phường Cửa Đông, Hoàn Kiếm, Hà Nội","Gia đình thiện chí cần bán nhà mặt ngõ, ôtô, khu phân lô phố Lý Nam Đế Quận Hoàn Kiếm. Diện tích 45m² x 5 tầng. Mặt tiền 4m. - Vị trí nhà nằm đoạn đẹp nhất Phố, khu phân lô cán bộ, đường trước nhà rộng 4,5m, nhà 2 mặt thoáng trước, sau vĩnh viễn. Vừa ở vừa kinh doanh thuận tiện, nhà cách mặt phố đúng 30m. - Khu vực vip rất hiếm nhà bán, dân trí văn minh, an ninh cực tốt. - Thích hợp khách mua về ở kinh doanh... - Sổ đỏ chính chủ, vuông vắn. - Pháp lý chuẩn, sẵn sàng giao dịch. - Liên hệ Anh Khang SĐT  0972 862 *** . Miễn trung gian, môi giới, xin cảm ơn.",11/11/2024,21/11/2024,"13,6 tỷ",45 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,4 m,5 tầng,N/A,N/A,N/A,Tin thường,40646585
"Cần bán nhà mặt phố Lý Nam Đế, Hoàn Kiếm. DT sổ 65m2 x 4T, MT 5m. Vị trí đẹp nhất phố - KD sầm uất","Đường Lý Nam Đế, Phường Hàng Mã, Hoàn Kiếm, Hà Nội","Gia đình cần bán nhà mặt phố Lý Nam Đế, Quận Hoàn Kiếm, TP Hà Nội. - DT sổ đỏ 65m² x 4T, MT 5m. (Vuông vắn). - Vị trí nhà nằm bên chẵn đoạn đầu phố, vỉa hè rộng. Thuộc đoạn đẹp nhất mặt phố Lý Nam Đế. Nhà bên chẵn Ôtô đỗ dừng thoải mái. - Hiện tại nhà mặt phố Lý Nam Đế đang rất hiếm nhà bán. - Thích hợp mua để kinh doanh khai thác dòng tiền cho thuê. - Nhà đẹp đắc địa có 1 0 2 trên thị trường hiện tại. Với phân khúc Quận Hoàn Kiếm tầm hơn 30 tỷ căn nhà này thật sự rất hiếm có. - Ưu điểm nhà mặt tiền rộng, vị trí đẹp. - Sổ đỏ chính chủ, vuông vắn, riêng biệt 1 sổ, 1 chủ. Gia đình thiện chí bán. * Liên hệ trực tiếp Gia Đình Anh Minh, Chị Anh Thư:  0966 886 *** ,  0846 998 *** . * Miễn trung gian, không tiếp môi giới, báo QC, xin cảm ơn.",11/11/2024,21/11/2024,39 tỷ,65 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,5 m,4 tầng,N/A,N/A,N/A,Tin thường,30240325
"Cần Bán Nhà Mặt Ngõ 12A Phố Lý Nam Đế, Hoàn Kiếm. DT sổ 70m2 x 4T, MT 4,5m. Đường ÔTô tránh, Gần MP","Ngõ 12A, Đường Lý Nam Đế, Phường Hàng Mã, Hoàn Kiếm, Hà Nội","Gia đình tôi cần bán nhà mặt ngõ 12A Phố Lý Nam Đế, Quận Hoàn Kiếm - TP Hà Nội. - DT sổ 70m² x 4T, MT 4,5m. (Vuông vắn). - Vị trí nhà mặt ngõ, thuộc ngõ to và đẹp nhất Phố. Khu vực phân lô Quân Đội rất đẹp và hiếm nhà bán. Dân trí cao, an ninh cực tốt. - Nhà 2 mặt thoáng trước sau vĩnh viễn. Nhà xây tâm huyết kiên cố và rất chắc chắn. (Chỉ cần mang đồ về để ở). - Đường 2 ôtô tránh nhau thoải mái - Giao thông thuận tiện đi lại. Nhà cách MP Lý Nam Đế đúng 20m. - Sổ đỏ chính chủ, vuông vắn đẹp. Gia đình thiện chí cần bán. * Liên hệ trực tiếp gia Đình Anh Minh, chị Anh Thư:  0966 886 *** ,  0846 998 *** . * Miễn trung gian, không tiếp môi giới, xin cảm ơn.",11/11/2024,21/11/2024,22 tỷ,70 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,"4,5 m",4 tầng,N/A,N/A,N/A,Tin thường,35484130
"Cần bán nhà mặt phố Nguyễn Hữu Huân, Hoàn Kiếm. DT 80m2 x 6T, MT 6,5m, vị trí đẹp nhất phố sầm uất","Đường Nguyễn Hữu Huân, Phường Lý Thái Tổ, Hoàn Kiếm, Hà Nội","Gia đình cần bán nhà mặt phố Nguyễn Hữu Huân, quận Hoàn Kiếm, TP Hà Nội. - DT sổ 80m² x 6T, MT 6,5m. (Nở hậu). - Vị trí nhà đắc địa vỉa hè rộng nằm đoạn đẹp nhất mặt phố Nguyễn Hữu Huân. Thuộc trung tâm kinh doanh thương mại, khách sạn sầm uất. - Nhà nằm ngay cạnh phố Lò Sũ đi bộ vài bước chân là ra đến bờ hồ Hoàn Kiếm. - Giao thông thuận tiện đi lại - Ô tô đỗ dừng thoải mái. - Rất thích hợp mua để ở, giữ tiền hoặc kinh doanh khách sạn sầm uất. - Hiện tại phố Nguyễn Hữu Huân và đặc biệt nhà gần sát bờ Hồ Gươm đang rất hiếm nhà bán. - Sổ đỏ chính chủ riêng biệt, 1 sổ, 1 chủ. Gia đình rất thiện chí bán. * Liên hệ trực tiếp gia đình anh Khâm, chị Mỹ:  0966 886 *** ,  0846 998 *** . * Miễn trung gian, không tiếp môi giới, xin cảm ơn.",11/11/2024,21/11/2024,"67,8 tỷ",80 m²,Sổ đỏ,N/A,N/A,N/A,"6,5 m",6 tầng,N/A,N/A,N/A,Tin thường,34887090
